705.536,765.952
713.728,765.952
710.656,766.976
708.608,769.024
699.392,775.168
691.2,778.24
668.672,777.216
665.6,780.288
666.624,775.168
662.528,748.544
628.736,763.904
617.472,758.784
602.112,754.688
585.728,749.568
608.256,746.496
582.656,743.424
580.608,741.376
606.208,735.232
614.4,729.088
615.424,729.088
625.664,727.04
631.808,727.04
617.472,726.016
628.736,721.92
631.808,721.92
646.144,718.848
654.336,720.896
659.456,718.848
662.528,717.824
673.792,714.752
685.056,706.56
684.032,703.488
692.224,696.32
701.44,693.248
706.56,690.176
706.56,684.032
706.56,677.888
710.656,670.72
675.84,635.904
640.0,627.712
515.072,619.52
503.808,616.448
492.544,614.4
479.232,614.4
473.088,613.376
466.944,616.448
617.472,652.288
648.192,658.432
614.4,678.912
600.064,693.248
585.728,704.512
592.896,707.584
589.824,709.632
608.256,711.68
626.688,712.704
648.192,714.752
643.072,718.848
659.456,717.824
662.528,718.848
665.6,718.848
688.128,715.776
684.032,726.016
697.344,738.304
719.872,746.496
709.632,754.688
724.992,757.76
742.4,759.808
736.256,762.88
716.8,773.12
706.56,784.384
710.656,788.48
676.864,791.552
687.104,791.552
669.696,789.504
628.736,784.384
636.928,781.312
640.0,773.12
629.76,760.832
648.192,751.616
665.6,746.496
659.456,749.568
683.008,751.616
684.032,752.64
705.536,746.496
709.632,743.424
698.368,735.232
722.944,730.112
705.536,729.088
688.128,718.848
687.104,717.824
671.744,711.68
626.688,709.632
