799.744,568.32
825.344,578.56
807.936,572.416
801.792,574.464
804.864,579.584
790.528,590.848
697.344,572.416
680.96,583.68
622.592,588.8
594.944,596.992
543.744,606.208
544.768,606.208
538.624,606.208
550.912,602.112
657.408,590.848
669.696,580.608
668.672,582.656
698.368,583.68
679.936,590.848
690.176,668.672
672.768,667.648
673.792,671.744
687.104,686.08
683.008,657.408
728.064,653.312
728.064,645.12
775.168,654.336
739.328,645.12
786.432,671.744
668.672,694.272
594.944,711.68
234.496,671.744
205.824,676.864
505.856,711.68
603.136,700.416
636.928,693.248
